Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Taux d'analphabétisme des 10 ans et plus (%),35.6
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Part de la population ayant un niveau d'études primaire (%),33.6
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Part de la population ayant un niveau d'études primaire (%),33.6
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Part de la population ayant un niveau d'études primaire (%),30.5
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Part de la population ayant un niveau d'études primaire (%),30.5
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Part de la population ayant un niveau d'études primaire (%),27.4
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Part de la population ayant un niveau d'études primaire (%),27.4
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Part des personnes sachant lire et écrire l'arabe et le français uniquement parmi les alphabètes de 10 ans et plus (%),26.3
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Part des personnes sachant lire et écrire l'arabe et le français uniquement parmi les alphabètes de 10 ans et plus (%),26.3
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Part des personnes sachant lire et écrire l'arabe et le français uniquement parmi les alphabètes de 10 ans et plus (%),25.3
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Part des personnes sachant lire et écrire l'arabe et le français uniquement parmi les alphabètes de 10 ans et plus (%),25.3
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Part des personnes sachant lire et écrire l'arabe et le français uniquement parmi les alphabètes de 10 ans et plus (%),24.6
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Part des personnes sachant lire et écrire l'arabe et le français uniquement parmi les alphabètes de 10 ans et plus (%),24.6
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Part de la population ayant un niveau d'études secondaire collégial (%),16.1
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Part de la population ayant un niveau d'études secondaire collégial (%),16.1
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Part de la population ayant un niveau d'études secondaire collégial (%),13.2
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Part de la population ayant un niveau d'études secondaire collégial (%),13.2
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Part de la population ayant un niveau d'études secondaire collégial (%),10.2
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Part de la population ayant un niveau d'études secondaire collégial (%),10.2
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Part de la population ayant un niveau d'études secondaire qualifiant (%),5.6
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Part de la population ayant un niveau d'études secondaire qualifiant (%),5.6
